"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 22 11:51:47 IST 2024","Sat Jun 22 11:52:01 IST 2024","14156","","Cypress Framework Part-1","","Cypress Framework Part-1","Framework-1","Framework-1",""
